Type,Date,Exercise / Meal,Category / Meal Type,Set Number,Reps,Weight (kg),Duration (hrs),Duration (mins),Total Duration (mins),Calories (kcal),Protein (g),Carbs (g),Fat (g),Sugar (g),Heart Rate (bpm),Foods,Notes,Logged At (UTC)
"Workout","2026-09-03","Standing Chest Flies","chest","1","12","117","","","","","","","","","","","","2026-09-03T04:28:22.508Z"
"Workout","2026-09-03","Bench Press Machine","chest","3","6","100","","","","","","","","","","","",""
"Workout","2026-09-03","Bench Press Machine","chest","2","10","100","","","","","","","","","","","",""
"Workout","2026-09-03","Bench Press Machine","chest","1","12","80","","","","","","","","","","","","2026-09-03T04:22:38.673Z"
"Workout","2026-09-03","Incline Press","chest","4","6","120","","","","","","","","","","","",""
"Workout","2026-09-03","Incline Press","chest","3","15","100","","","","","","","","","","","",""
"Workout","2026-09-03","Incline Press","chest","2","15","80","","","","","","","","","","","",""
"Workout","2026-09-03","Incline Press","chest","1","20","40","","","","","","","","","","","","2026-09-03T04:06:41.601Z"
"Nutrition","2026-08-28","Breakfast","Breakfast","","","","","","","80","18","2","","","","1serving Americano; 20g Collagen Peptides","","2026-08-28T17:07:18.197Z"
"Nutrition","2026-08-28","Breakfast","Breakfast","","","","","","","161","7","24","5","20","","1serving Boiled Egg; 30g Dates","","2026-08-28T17:07:01.409Z"
"Nutrition","2026-08-28","Breakfast","Breakfast","","","","","","","463","23","72","8","40","","100g Greek Yogurt (Plain); 30g Granola; 30g Blueberries; 500ml Coconut Water (250ml)","","2026-08-28T17:06:30.686Z"
"Nutrition","2026-08-27","Breakfast","Breakfast","","","","","","","246","26","28","3","20","","20g Collagen Peptides; 100ml Milk (Whole); 250ml Coconut Water (250ml)","","2026-08-28T05:24:56.309Z"
"Nutrition","2026-08-27","Protein","Protein","","","","","","","160","30","4","3","1","","325ml Premier Protein","","2026-08-28T05:24:06.821Z"
"Nutrition","2026-08-27","Dinner","Dinner","","","","","","","1500","75","150","60","","","1serving DTF","","2026-08-28T05:19:57.566Z"
"Nutrition","2026-08-27","Lunch","Lunch","","","","","","","805","38","81","","","","1serving Panda Express","","2026-08-27T21:33:34.389Z"
"Nutrition","2026-08-27","Breakfast","Breakfast","","","","","","","168","7","24","5","12","","1serving Banana; 1serving Boiled Egg","","2026-08-27T21:33:24.748Z"
"Nutrition","2026-08-27","Breakfast","Breakfast","","","","","","","350","15","45","12","12","","100g Grilled Salmon; 1serving Pancakes (2)","","2026-08-27T21:25:49.083Z"
"Nutrition","2026-08-27","Lunch","Lunch","","","","","","","340","12","75","","57","","40g Dates; 500ml Coconut Water (250ml)","","2026-08-27T21:25:13.507Z"
"Nutrition","2026-08-27","Lunch","Lunch","","","","","","","498","32","72","8","40","","100g Greek Yogurt (Plain); 30g Granola; 30g Blueberries; 500ml Coconut Water (250ml)","","2026-08-27T21:24:47.913Z"
"Workout","2026-08-27","Pickleball","pickleball","1","","","1","51","111","1077","","","","","120","","","2026-08-28T05:22:33.597Z"
"Nutrition","2026-08-26","Protein","Protein","","","","","","","160","30","4","3","1","","325ml Premier Protein","","2026-08-27T05:29:04.855Z"
"Nutrition","2026-08-26","Snack","Snack","","","","","","","83","1","23","","20","","30g Dates","","2026-08-27T04:33:40.966Z"
"Nutrition","2026-08-26","Dinner","Dinner","","","","","","","600","46","62","18","41","","227g Chicken Tikka Masala; 500ml Coconut Water (250ml)","","2026-08-27T03:35:27.750Z"
"Nutrition","2026-08-26","Breakfast","Breakfast","","","","","","","236","22","31","3","28","","20g Collagen Peptides; 1serving Americano; 1serving Cappuccino; 25g Honey","","2026-08-26T23:47:11.172Z"
"Nutrition","2026-08-26","Dinner","Dinner","","","","","","","498","32","72","8","40","","100g Greek Yogurt (Plain); 30g Granola; 30g Blueberries; 500ml Coconut Water (250ml)","","2026-08-26T23:46:37.153Z"
"Nutrition","2026-08-26","Breakfast","Breakfast","","","","","","","650","26","69","18","18","","100g Grilled Salmon; 1.5serving Pancakes (2)","","2026-08-26T23:45:02.251Z"
"Nutrition","2026-08-26","Lunch","Lunch","","","","","","","465","33","12","33","6","","1.5serving Cobb Salad","","2026-08-26T23:45:53.712Z"
"Nutrition","2026-08-26","Breakfast","Breakfast","","","","","","","196","7","32","5","19","","1serving Boiled Egg; 1serving Banana; 10g Dates","","2026-08-26T19:07:53.611Z"
"Workout","2026-08-26","Outdoor Walk","recovery","1","","","","60","60","","","","","","","","3 miles","2026-08-28T20:14:24.279Z"
"Nutrition","2026-08-25","Protein","Protein","","","","","","","160","30","4","3","1","","325ml Premier Protein","","2026-08-26T07:51:53.711Z"
"Nutrition","2026-08-25","Dinner","Dinner","","","","","","","829","46","103","26","3","","130g Tortilla (Flour); 100g Chicken Breast; 50g White Rice (Cooked); 80g Guacamole; 70g Black Beans (Cooked)","","2026-08-26T01:24:20.992Z"
"Nutrition","2026-08-25","Lunch","Lunch","","","","","","","1122","71","127","36","45","","1serving Boiled Egg; 1serving Banana; 500ml Coconut Water (250ml); 100g Ciabatta; 30g Ham; 100g Chicken Breast; 50g Avocado; 50g Cheddar Cheese","","2026-08-26T01:22:33.481Z"
"Nutrition","2026-08-25","Breakfast","Breakfast","","","","","","","160","30","4","3","1","","325ml Premier Protein","","2026-08-25T17:35:36.072Z"
"Nutrition","2026-08-25","Breakfast","Breakfast","","","","","","","481","18","92","5","62","","1serving Banana; 30g Dates; 1serving Boiled Egg; 500ml Coconut Water (250ml)","","2026-08-25T17:35:00.470Z"
"Workout","2026-08-25","Arms","biceps","1","1","","","49","49","306","","","","","102","","4th St Gym","2026-08-25T17:10:32.708Z"
"Workout","2026-08-25","Wall Squat","legs","3","10","10","","","","","","","","","","","",""
"Workout","2026-08-25","Wall Squat","legs","2","10","10","","","","","","","","","","","",""
"Workout","2026-08-25","Wall Squat","legs","1","10","","","3","3","","","","","","","","","2026-08-25T17:08:03.892Z"
"Workout","2026-08-25","Overhead Tricep Extension","triceps","3","13","24","","","","","","","","","","","",""
"Workout","2026-08-25","Overhead Tricep Extension","triceps","2","17","21","","","","","","","","","","","",""
"Workout","2026-08-25","Overhead Tricep Extension","triceps","1","20","18","","","","","","","","","","","4th St Gym","2026-08-25T17:06:54.098Z"
"Workout","2026-08-25","Incline Dumbbell Curl","biceps","3","20","16","","","","","","","","","","","",""
"Workout","2026-08-25","Incline Dumbbell Curl","biceps","2","20","16","","","","","","","","","","","",""
"Workout","2026-08-25","Incline Dumbbell Curl","biceps","1","18","16","","","","","","","","","","","","2026-08-25T17:06:08.748Z"
"Workout","2026-08-25","Lunges","legs","4","15","10","","","","","","","","","","","",""
"Workout","2026-08-25","Lunges","legs","3","15","5","","","","","","","","","","","",""
"Workout","2026-08-25","Lunges","legs","2","15","","","","","","","","","","","","",""
"Workout","2026-08-25","Lunges","legs","1","15","","","","","","","","","","","","4th St Gym","2026-08-25T16:46:28.342Z"
"Workout","2026-08-25","Tricep Pulldowns","triceps","4","20","18","","","","","","","","","","","",""
"Workout","2026-08-25","Tricep Pulldowns","triceps","3","20","18","","","","","","","","","","","",""
"Workout","2026-08-25","Tricep Pulldowns","triceps","2","20","18","","","","","","","","","","","",""
"Workout","2026-08-25","Tricep Pulldowns","triceps","1","20","14","","","","","","","","","","","4th St Gym","2026-08-25T16:45:59.151Z"
"Workout","2026-08-25","Hammer Curls","biceps","4","12","22","","","","","","","","","","","",""
"Workout","2026-08-25","Hammer Curls","biceps","3","16","20","","","","","","","","","","","",""
"Workout","2026-08-25","Hammer Curls","biceps","2","20","18","","","","","","","","","","","",""
"Workout","2026-08-25","Hammer Curls","biceps","1","20","16","","","","","","","","","","","4th St Gym","2026-08-25T16:41:16.104Z"
"Workout","2026-08-25","Abs","core","1","15","","","11","11","64","","","","","92","","","2026-08-25T16:16:17.061Z"
"Nutrition","2026-08-24","Snack","Snack","","","","","","","181","6","7","16","4","","80ml Milk (Whole); 20g Walnuts","","2026-08-25T05:42:20.920Z"
"Nutrition","2026-08-24","Protein","Protein","","","","","","","160","30","5","3","1","","325ml Premier Protein","","2026-08-25T04:04:24.417Z"
"Nutrition","2026-08-24","Dinner","Dinner","","","","","","","699","52","48","31","16","","250g Salmon Poke Bowl; 80g White Rice (Cooked); 50g Caesar Salad; 250ml Coconut Water (250ml)","","2026-08-25T04:02:50.708Z"
"Nutrition","2026-08-24","Snack","Snack","","","","","","","345","15","68","","45","","750ml Coconut Water (250ml)","","2026-08-25T00:25:36.862Z"
"Nutrition","2026-08-24","Lunch","Lunch","","","","","","","900","30","80","45","","","1serving Fat Sals","","2026-08-25T00:25:07.942Z"
"Nutrition","2026-08-24","Lunch","Lunch","","","","","","","900","30","80","45","","","1serving Fat Sals","","2026-08-24T19:22:25.368Z"
"Nutrition","2026-08-24","Breakfast","Breakfast","","","","","","","45","1","10","","9","","1serving Orange Juice","","2026-08-24T19:21:42.362Z"
"Nutrition","2026-08-24","Breakfast","Breakfast","","","","","","","292","15","28","13","9","",".5serving Croissant; .8serving Americano; 75ml Milk (Whole); 10g Collagen Peptides","","2026-08-24T19:21:28.197Z"
"Nutrition","2026-08-24","Breakfast","Breakfast","","","","","","","295","7","69","","39","","2serving Banana; 250ml Coconut Water (250ml)","","2026-08-24T16:02:24.249Z"
"Workout","2026-08-24","PT - Meniscus","legs","1","1","","","15","15","100","","","","","112","","","2026-08-24T22:16:01.144Z"
"Workout","2026-08-24","Shoulders","shoulders","1","1","","","40","40","339","","","","","112","","","2026-08-24T22:15:39.008Z"
"Workout","2026-08-24","Cable Fly","shoulders","3","10","15","","","","","","","","","","","",""
"Workout","2026-08-24","Cable Fly","shoulders","2","10","15","","","","","","","","","","","",""
"Workout","2026-08-24","Cable Fly","shoulders","1","12","10","","","","","","","","","","","","2026-08-24T22:15:07.858Z"
"Workout","2026-08-24","Shoulder Flies Dumbbells","shoulders","3","15","9","","","","","","","","","","","",""
"Workout","2026-08-24","Shoulder Flies Dumbbells","shoulders","2","15","9","","","","","","","","","","","",""
"Workout","2026-08-24","Shoulder Flies Dumbbells","shoulders","1","20","7","","","","","","","","","","","","2026-08-24T21:59:08.204Z"
"Workout","2026-08-24","Shoulder Shrugs","shoulders","3","20","27","","","","","","","","","","","",""
"Workout","2026-08-24","Shoulder Shrugs","shoulders","2","20","27","","","","","","","","","","","",""
"Workout","2026-08-24","Shoulder Shrugs","shoulders","1","10","27","","","","","","","","","","","4th St Gym","2026-08-24T21:44:59.579Z"
"Workout","2026-08-24","RDLs","legs","3","12","45","","","","","","","","","","","",""
"Workout","2026-08-24","RDLs","legs","2","12","45","","","","","","","","","","","",""
"Workout","2026-08-24","RDLs","legs","1","15","27","","","","","","","","","","","","2026-08-24T21:36:19.580Z"
"Workout","2026-08-24","Arnold Dumbbell Press","shoulders","3","12","16","","","","","","","","","","","",""
"Workout","2026-08-24","Arnold Dumbbell Press","shoulders","2","10","16","","","","","","","","","","","",""
"Workout","2026-08-24","Arnold Dumbbell Press","shoulders","1","20","11","","","","","","","","","","","4th St Gym","2026-08-24T21:30:35.061Z"
"Workout","2026-08-24","Abs","core","12","10","","","","","","","","","","","","",""
"Workout","2026-08-24","Abs","core","11","10","","","","","","","","","","","","",""
"Workout","2026-08-24","Abs","core","10","10","","","","","","","","","","","","",""
"Workout","2026-08-24","Abs","core","9","20","10","","","","","","","","","","","",""
"Workout","2026-08-24","Abs","core","8","20","10","","","","","","","","","","","",""
"Workout","2026-08-24","Abs","core","7","20","","","","","","","","","","","","",""
"Workout","2026-08-24","Abs","core","6","30","10","","","","","","","","","","","",""
"Workout","2026-08-24","Abs","core","5","30","10","","","","","","","","","","","",""
"Workout","2026-08-24","Abs","core","4","30","","","","","","","","","","","","",""
"Workout","2026-08-24","Abs","core","3","20","","","","","","","","","","","","",""
"Workout","2026-08-24","Abs","core","2","20","10","","","","","","","","","","","",""
"Workout","2026-08-24","Abs","core","1","20","10","10","","600","66","","","","","","","","2026-08-24T21:19:28.676Z"
"Nutrition","2026-08-23","Dinner","Dinner","","","","","","","498","32","72","8","40","","100g Greek Yogurt (Plain); 30g Granola; 30g Blueberries; 10g Collagen Peptides; 500ml Coconut Water (250ml)","","2026-08-24T16:03:28.231Z"
"Nutrition","2026-08-23","Dinner","Dinner","","","","","","","360","6","63","13","46","","1serving Banana; 50g Dates; 20g Walnuts","","2026-08-24T03:56:58.893Z"
"Nutrition","2026-08-23","Lunch","Lunch","","","","","","","450","5","50","11","","","150g Yogurtland","","2026-08-24T03:55:39.789Z"
"Nutrition","2026-08-23","Lunch","Lunch","","","","","","","850","48","90","30","","","1serving Kazunori","","2026-08-24T03:53:27.512Z"
"Nutrition","2026-08-23","Lunch","Lunch","","","","","","","145","2","38","","25","","1serving Banana; 20g Dates","","2026-08-24T03:53:57.802Z"
"Nutrition","2026-08-23","Breakfast","Breakfast","","","","","","","246","26","28","3","20","","20g Collagen Peptides; 100ml Milk (Whole); 250ml Coconut Water (250ml)","","2026-08-23T20:02:14.325Z"
"Nutrition","2026-08-23","Breakfast","Breakfast","","","","","","","1000","40","150","43","","","1serving McDonalds","","2026-08-23T20:01:28.599Z"
"Nutrition","2026-08-22","Snack","Snack","","","","","","","138","2","38","","34","","50g Dates","","2026-08-22T20:23:22.380Z"
"Nutrition","2026-08-22","Breakfast","Breakfast","","","","","","","594","17","135","","90","","2serving Banana; 40g Dates; 660ml Coconut Water (250ml)","","2026-08-22T19:17:51.131Z"
"Nutrition","2026-08-22","Breakfast","Breakfast","","","","","","","808","49","53","45","5","","1serving Bagel; 1serving Scrambled Eggs (2); 50g Bacon; 50g Spinach; 25g Cheddar Cheese","","2026-08-22T19:17:22.370Z"
"Workout","2026-08-22","Pickleball","pickleball","1","","","1","15","75","","","","","","","","","2026-08-23T17:42:21.927Z"
"Nutrition","2026-08-21","Snack","Snack","","","","","","","1045","16","104","","80","","60g Dates; 660ml Coconut Water (250ml); 6serving Vodka (1 shot)","","2026-08-22T19:17:07.619Z"
"Nutrition","2026-08-21","Dinner","Dinner","","","","","","","805","38","81","","","","1serving Panda Express","","2026-08-22T19:16:06.425Z"
"Nutrition","2026-08-21","Lunch","Lunch","","","","","","","800","50","70","45","","","1serving Reuben","","2026-08-22T19:15:07.156Z"
"Nutrition","2026-08-21","Breakfast","Breakfast","","","","","","","990","39","145","30","73","","1serving Scrambled Eggs (2); 2serving French Toast; 2serving Banana; 330ml Coconut Water (250ml); 20g Collagen Powder; 20g Blueberries","","2026-08-21T16:54:45.513Z"
"Nutrition","2026-08-20","Dinner","Dinner","","","","","","","1738","64","161","45","17","","2serving Seafood Pasta (White Sauce); 1serving Clam Chowder; 80g Calamari (Fried); 30g Ice Cream (Chocolate); 450ml Beer (350ml Regular)","","2026-08-21T16:54:18.489Z"
"Nutrition","2026-08-20","Snack","Snack","","","","","","","467","7","43","","29","","330ml Coconut Water (250ml); 10g Dates; 300ml Champagne (150ml)","","2026-08-21T16:53:04.296Z"
